日期,代號,名稱,產業,事件,原因,收盤,RS,底部序,在榜天數,報酬20D,基準20D,報酬60D,基準60D,月
2026-06-05,9105,泰金寶-DR,存託憑證,移出,離高點太遠,11.35,77.0,,2,,,,,2026-06
2026-06-08,4542,科嶠,電子零組件業,進榜,觸發,314.5,99.0,2.0,0,28.3,0.7,-5.4,-1.6,2026-06
2026-06-08,4542,科嶠,電子零組件業,觸發,進榜即觸發,314.5,99.0,2.0,0,28.3,0.7,-5.4,-1.6,2026-06
2026-06-08,4741,泓瀚,化學工業,進榜,觸發,68.78,96.0,2.0,0,-23.4,0.7,-38.8,-1.6,2026-06
2026-06-08,4741,泓瀚,化學工業,觸發,進榜即觸發,68.78,96.0,2.0,0,-23.4,0.7,-38.8,-1.6,2026-06
2026-06-08,7788,松川精密,電子零組件業,進榜,觸發,243.86,78.0,3.0,0,-5.5,0.7,29.6,-1.6,2026-06
2026-06-08,7788,松川精密,電子零組件業,觸發,進榜即觸發,243.86,78.0,3.0,0,-5.5,0.7,29.6,-1.6,2026-06
2026-06-08,2059,川湖,電子工業,進榜,觸發,6158.28,75.0,5.0,0,33.7,0.7,125.1,-1.6,2026-06
2026-06-08,2059,川湖,電子工業,觸發,進榜即觸發,6158.28,75.0,5.0,0,33.7,0.7,125.1,-1.6,2026-06
2026-06-08,6693,廣閎科,半導體業,進榜,準備,164.6,83.0,3.0,0,50.9,0.7,5.1,-1.6,2026-06
2026-06-08,6147,頎邦,半導體業,移出,離高點太遠,240.01,99.0,,68,,,,,2026-06
2026-06-08,6257,矽格,半導體業,移出,離高點太遠,197.87,75.0,,61,,,,,2026-06
2026-06-08,3028,增你強,電子工業,移出,離高點太遠,70.36,74.0,,60,,,,,2026-06
2026-06-08,3209,全科,電子工業,移出,離高點太遠,64.0,81.0,,45,,,,,2026-06
2026-06-08,2351,順德,電子工業,移出,離高點太遠,181.8,85.0,,31,,,,,2026-06
2026-06-08,3481,群創,光電業,移出,離高點太遠,47.26,95.0,,28,,,,,2026-06
2026-06-08,2399,映泰,電子工業,移出,離高點太遠,44.65,78.0,,27,,,,,2026-06
2026-06-08,8091,翔名,電子零組件業,移出,離高點太遠,223.19,76.0,,25,,,,,2026-06
2026-06-08,8096,擎亞,電子通路業,移出,離高點太遠,119.5,86.0,,21,,,,,2026-06
2026-06-08,3675,德微,半導體業,移出,離高點太遠,346.0,87.0,,20,,,,,2026-06
2026-06-08,3090,日電貿,電子工業,移出,離高點太遠,206.32,88.0,,20,,,,,2026-06
2026-06-08,3673,TPK-KY,光電業,移出,離高點太遠,80.79,81.0,,20,,,,,2026-06
2026-06-08,6449,鈺邦,電子工業,移出,離高點太遠,333.7,80.0,,18,,,,,2026-06
2026-06-08,6274,台燿,電子零組件業,移出,離高點太遠,1535.0,96.0,,17,,,,,2026-06
2026-06-08,2455,全新,通信網路業,移出,離高點太遠,357.08,85.0,,17,,,,,2026-06
2026-06-08,8289,泰藝,電子零組件業,移出,離高點太遠,65.86,92.0,,17,,,,,2026-06
2026-06-08,6451,訊芯-KY,半導體業,移出,離高點太遠,599.7,98.0,,14,,,,,2026-06
2026-06-08,2454,聯發科,半導體業,移出,離高點太遠,4045.83,95.0,,14,,,,,2026-06
2026-06-08,6405,悅城,光電業,移出,離高點太遠,72.0,92.0,,14,,,,,2026-06
2026-06-08,3711,日月光投控,半導體業,移出,離高點太遠,535.11,84.0,,14,,,,,2026-06
2026-06-08,2472,立隆電,電子工業,移出,離高點太遠,333.93,95.0,,13,,,,,2026-06
2026-06-08,3485,敘豐,光電業,移出,離高點太遠,312.5,94.0,,7,,,,,2026-06
2026-06-08,8064,東捷,光電業,移出,離高點太遠,150.89,97.0,,7,,,,,2026-06
2026-06-08,4906,正文,通信網路業,移出,掉出掃描母體,47.44,71.0,,7,,,,,2026-06
2026-06-08,6265,方土昶,電子通路業,移出,離高點太遠,52.9,88.0,,6,,,,,2026-06
2026-06-08,2409,友達,光電業,移出,離高點太遠,23.99,77.0,,6,,,,,2026-06
2026-06-08,6015,宏遠證,金融業,移出,離高點太遠,20.35,75.0,,6,,,,,2026-06
2026-06-08,6207,雷科,電子零組件業,移出,離高點太遠,129.94,92.0,,5,,,,,2026-06
2026-06-08,6548,長科*,半導體業,移出,離高點太遠,82.1,76.0,,5,,,,,2026-06
2026-06-08,3049,精金,電子工業,移出,離高點太遠,15.15,72.0,,4,,,,,2026-06
2026-06-08,4720,德淵,化學生技醫療,移出,掉出掃描母體,26.84,72.0,,4,,,,,2026-06
2026-06-08,5285,界霖,電子工業,移出,晚期未觸發,86.41,71.0,,4,,,,,2026-06
2026-06-09,3167,大量,電機機械,進榜,觸發,946.41,98.0,5.0,0,-14.8,-0.2,,,2026-06
2026-06-09,3167,大量,電機機械,觸發,進榜即觸發,946.41,98.0,5.0,0,-14.8,-0.2,,,2026-06
2026-06-09,8021,尖點,其他電子業,進榜,觸發,503.95,95.0,4.0,0,2.4,-0.2,,,2026-06
2026-06-09,8021,尖點,其他電子業,觸發,進榜即觸發,503.95,95.0,4.0,0,2.4,-0.2,,,2026-06
2026-06-09,8996,高力,電機機械,進榜,觸發,1330.0,86.0,4.0,0,-0.8,-0.2,,,2026-06
2026-06-09,8996,高力,電機機械,觸發,進榜即觸發,1330.0,86.0,4.0,0,-0.8,-0.2,,,2026-06
2026-06-09,2368,金像電,電子零組件業,進榜,觸發,1484.49,84.0,4.0,0,-22.5,-0.2,,,2026-06
2026-06-09,2368,金像電,電子零組件業,觸發,進榜即觸發,1484.49,84.0,4.0,0,-22.5,-0.2,,,2026-06
2026-06-09,4739,康普,化學工業,進榜,觸發,128.95,76.0,3.0,0,-14.7,-0.2,,,2026-06
2026-06-09,4739,康普,化學工業,觸發,進榜即觸發,128.95,76.0,3.0,0,-14.7,-0.2,,,2026-06
2026-06-09,3550,聯穎,電子工業,進榜,觸發,25.9,72.0,3.0,0,11.2,-0.2,,,2026-06
2026-06-09,3550,聯穎,電子工業,觸發,進榜即觸發,25.9,72.0,3.0,0,11.2,-0.2,,,2026-06
2026-06-09,8182,加高,電子零組件業,進榜,準備,50.52,75.0,2.0,0,5.3,-0.2,,,2026-06
2026-06-09,8105,凌巨,光電業,進榜,準備,21.65,74.0,1.0,0,-6.0,-0.2,,,2026-06
2026-06-09,3615,安可,光電業,移出,離高點太遠,52.65,78.0,,22,,,,,2026-06
2026-06-09,6016,康和證,金融業,移出,離高點太遠,25.88,80.0,,13,,,,,2026-06
2026-06-09,8027,鈦昇,電機機械,移出,離高點太遠,248.5,91.0,,8,,,,,2026-06
2026-06-10,3441,聯一光,光電業,進榜,觸發,65.0,78.0,2.0,0,4.0,0.4,,,2026-06
2026-06-10,3441,聯一光,光電業,觸發,進榜即觸發,65.0,78.0,2.0,0,4.0,0.4,,,2026-06
2026-06-10,2413,環科,電子工業,進榜,準備,58.92,70.0,3.0,0,-24.0,0.4,,,2026-06
2026-06-10,1560,中砂,電機機械,移出,掉出掃描母體,660.57,71.0,,30,,,,,2026-06
2026-06-10,2492,華新科,電子工業,移出,離高點太遠,405.35,96.0,,27,,,,,2026-06
2026-06-10,5864,致和證,金融業,移出,離高點太遠,38.9,90.0,,14,,,,,2026-06
2026-06-10,5274,信驊,半導體業,移出,晚期未觸發,15238.81,87.0,,12,,,,,2026-06
2026-06-10,3234,光環,通信網路業,移出,離高點太遠,107.68,87.0,,9,,,,,2026-06
2026-06-10,4939,亞電,電子零組件業,移出,離高點太遠,60.1,79.0,,9,,,,,2026-06
2026-06-10,1809,中釉,玻璃陶瓷,移出,離高點太遠,50.38,91.0,,8,,,,,2026-06
2026-06-10,6127,九豪,電子零組件業,移出,離高點太遠,77.0,91.0,,12,,,,,2026-06
2026-06-10,3167,大量,電機機械,移出,離高點太遠,853.86,98.0,,1,,,,,2026-06
2026-06-10,8996,高力,電機機械,移出,突破失敗,1220.0,83.0,,1,,,,,2026-06
2026-06-11,2493,揚博,電子工業,進榜,準備,185.71,79.0,2.0,0,38.7,0.0,,,2026-06
2026-06-11,2345,智邦,通信網路業,移出,離高點太遠,2257.13,80.0,,85,,,,,2026-06
2026-06-11,6435,大中,半導體業,移出,離高點太遠,251.4,82.0,,45,,,,,2026-06
2026-06-11,7610,聯友金屬,綠能環保,移出,離高點太遠,1279.81,100.0,,35,,,,,2026-06
2026-06-11,2308,台達電,電子工業,移出,離高點太遠,2148.76,83.0,,16,,,,,2026-06
2026-06-11,3528,安馳,電子工業,移出,離高點太遠,115.06,73.0,,7,,,,,2026-06
2026-06-11,6693,廣閎科,半導體業,移出,晚期未觸發,154.63,78.0,,3,,,,,2026-06
2026-06-11,4542,科嶠,電子零組件業,移出,離高點太遠,305.0,99.0,,3,,,,,2026-06
2026-06-11,2368,金像電,電子零組件業,移出,突破失敗,1335.55,77.0,,2,,,,,2026-06
2026-06-12,6173,信昌電,電子零組件業,進榜,觸發,274.68,99.0,3.0,0,-13.0,-1.7,,,2026-06
2026-06-12,6173,信昌電,電子零組件業,觸發,進榜即觸發,274.68,99.0,3.0,0,-13.0,-1.7,,,2026-06
2026-06-12,8042,金山電,電子零組件業,進榜,觸發,170.5,96.0,3.0,0,-10.9,-1.7,,,2026-06
2026-06-12,8042,金山電,電子零組件業,觸發,進榜即觸發,170.5,96.0,3.0,0,-10.9,-1.7,,,2026-06
2026-06-12,3090,日電貿,電子工業,進榜,觸發,252.11,94.0,4.0,0,-7.8,-1.7,,,2026-06
2026-06-12,3090,日電貿,電子工業,觸發,進榜即觸發,252.11,94.0,4.0,0,-7.8,-1.7,,,2026-06
2026-06-12,3236,千如,電子零組件業,進榜,觸發,62.48,89.0,3.0,0,-13.8,-1.7,,,2026-06
2026-06-12,3236,千如,電子零組件業,觸發,進榜即觸發,62.48,89.0,3.0,0,-13.8,-1.7,,,2026-06
2026-06-12,3152,璟德,通信網路業,進榜,觸發,371.02,73.0,2.0,0,-32.6,-1.7,,,2026-06
2026-06-12,3152,璟德,通信網路業,觸發,進榜即觸發,371.02,73.0,2.0,0,-32.6,-1.7,,,2026-06
2026-06-12,6834,天二科技,電子工業,進榜,準備,84.1,95.0,3.0,0,40.3,-1.7,,,2026-06
2026-06-12,6613,朋億*,其他電子類,進榜,準備,305.16,70.0,1.0,0,17.3,-1.7,,,2026-06
2026-06-12,8105,凌巨,光電業,觸發,,22.45,78.0,,3,-18.0,-1.7,,,2026-06
2026-06-12,8021,尖點,其他電子業,移出,離高點太遠,519.89,96.0,,3,,,,,2026-06
2026-06-12,2855,統一證,金融保險,移出,離高點太遠,48.45,77.0,,10,,,,,2026-06
2026-06-12,5228,鈺鎧,電子零組件業,移出,晚期未觸發,69.3,98.0,,7,,,,,2026-06
2026-06-12,4739,康普,化學工業,移出,掉出掃描母體,122.5,73.0,,3,,,,,2026-06
2026-06-15,3532,台勝科,半導體業,進榜,觸發,358.23,96.0,3.0,0,46.0,-1.3,,,2026-06
2026-06-15,3532,台勝科,半導體業,觸發,進榜即觸發,358.23,96.0,3.0,0,46.0,-1.3,,,2026-06
2026-06-15,6449,鈺邦,電子工業,進榜,觸發,458.46,93.0,2.0,0,-36.4,-1.3,,,2026-06
2026-06-15,6449,鈺邦,電子工業,觸發,進榜即觸發,458.46,93.0,2.0,0,-36.4,-1.3,,,2026-06
2026-06-15,3624,光頡,電子零組件業,進榜,觸發,128.43,90.0,3.0,0,-11.2,-1.3,,,2026-06
2026-06-15,3624,光頡,電子零組件業,觸發,進榜即觸發,128.43,90.0,3.0,0,-11.2,-1.3,,,2026-06
2026-06-15,2375,凱美,電子工業,進榜,觸發,187.66,84.0,3.0,0,-10.3,-1.3,,,2026-06
2026-06-15,2375,凱美,電子工業,觸發,進榜即觸發,187.66,84.0,3.0,0,-10.3,-1.3,,,2026-06
2026-06-15,6693,廣閎科,半導體業,進榜,觸發,185.05,83.0,3.0,0,17.3,-1.3,,,2026-06
2026-06-15,6693,廣閎科,半導體業,觸發,進榜即觸發,185.05,83.0,3.0,0,17.3,-1.3,,,2026-06
2026-06-15,3008,大立光,光電業,進榜,觸發,4379.99,79.0,2.0,0,-8.6,-1.3,,,2026-06
2026-06-15,3008,大立光,光電業,觸發,進榜即觸發,4379.99,79.0,2.0,0,-8.6,-1.3,,,2026-06
2026-06-15,1714,和桐,化學工業,進榜,觸發,16.52,76.0,4.0,0,0.0,-1.3,,,2026-06
2026-06-15,1714,和桐,化學工業,觸發,進榜即觸發,16.52,76.0,4.0,0,0.0,-1.3,,,2026-06
2026-06-15,8121,越峰,電子零組件業,進榜,觸發,48.8,76.0,2.0,0,-17.8,-1.3,,,2026-06
2026-06-15,8121,越峰,電子零組件業,觸發,進榜即觸發,48.8,76.0,2.0,0,-17.8,-1.3,,,2026-06
2026-06-15,4958,臻鼎-KY,電子零組件業,進榜,準備,590.0,97.0,3.0,0,4.7,-1.3,,,2026-06
2026-06-15,8096,擎亞,電子通路業,進榜,準備,145.5,91.0,3.0,0,0.3,-1.3,,,2026-06
2026-06-15,5328,華容,電子零組件業,進榜,準備,46.55,81.0,3.0,0,42.2,-1.3,,,2026-06
2026-06-15,4534,慶騰,電機機械,進榜,準備,35.6,77.0,3.0,0,8.1,-1.3,,,2026-06
2026-06-15,6613,朋億*,其他電子類,觸發,,335.53,76.0,,3,9.8,-1.3,,,2026-06
2026-06-16,2492,華新科,電子工業,進榜,觸發,491.39,98.0,3.0,0,-30.5,-1.1,,,2026-06
2026-06-16,2492,華新科,電子工業,觸發,進榜即觸發,491.39,98.0,3.0,0,-30.5,-1.1,,,2026-06
2026-06-16,6182,合晶,半導體業,進榜,觸發,107.0,97.0,4.0,0,55.1,-1.1,,,2026-06
2026-06-16,6182,合晶,半導體業,觸發,進榜即觸發,107.0,97.0,4.0,0,55.1,-1.1,,,2026-06
2026-06-16,6488,環球晶,半導體業,進榜,觸發,1040.98,91.0,2.0,0,31.6,-1.1,,,2026-06
2026-06-16,6488,環球晶,半導體業,觸發,進榜即觸發,1040.98,91.0,2.0,0,31.6,-1.1,,,2026-06
2026-06-16,2302,麗正,半導體業,進榜,觸發,41.49,86.0,2.0,0,7.7,-1.1,,,2026-06
2026-06-16,2302,麗正,半導體業,觸發,進榜即觸發,41.49,86.0,2.0,0,7.7,-1.1,,,2026-06
2026-06-16,8926,台汽電,油電燃氣業,進榜,準備,74.61,74.0,2.0,0,-10.2,-1.1,,,2026-06
2026-06-16,6446,藥華藥,生技醫療業,進榜,準備,892.5,71.0,2.0,0,41.2,-1.1,,,2026-06
2026-06-16,5328,華容,電子零組件業,觸發,,51.2,84.0,,1,30.9,-1.1,,,2026-06
2026-06-16,4741,泓瀚,化學工業,移出,離高點太遠,72.16,97.0,,8,,,,,2026-06
2026-06-16,6449,鈺邦,電子工業,移出,突破失敗,414.4,90.0,,1,,,,,2026-06
2026-06-17,7610,聯友金屬,綠能環保,進榜,觸發,1732.47,100.0,4.0,0,39.1,-4.3,,,2026-06
2026-06-17,7610,聯友金屬,綠能環保,觸發,進榜即觸發,1732.47,100.0,4.0,0,39.1,-4.3,,,2026-06
2026-06-17,6586,醣基,生技醫療業,進榜,觸發,83.3,94.0,2.0,0,50.7,-4.3,,,2026-06
2026-06-17,6586,醣基,生技醫療業,觸發,進榜即觸發,83.3,94.0,2.0,0,50.7,-4.3,,,2026-06
2026-06-17,2408,南亞科,半導體業,進榜,觸發,435.6,88.0,5.0,0,-9.2,-4.3,,,2026-06
2026-06-17,2408,南亞科,半導體業,觸發,進榜即觸發,435.6,88.0,5.0,0,-9.2,-4.3,,,2026-06
2026-06-17,6432,今展科,電子零組件業,進榜,觸發,77.9,84.0,3.0,0,-16.3,-4.3,,,2026-06
2026-06-17,6432,今展科,電子零組件業,觸發,進榜即觸發,77.9,84.0,3.0,0,-16.3,-4.3,,,2026-06
2026-06-17,6949,沛爾生醫-創,創新版股票,進榜,觸發,895.0,81.0,5.0,0,15.1,-4.3,,,2026-06
2026-06-17,6949,沛爾生醫-創,創新版股票,觸發,進榜即觸發,895.0,81.0,5.0,0,15.1,-4.3,,,2026-06
2026-06-17,1303,南亞,塑膠工業,進榜,觸發,125.89,72.0,5.0,0,58.1,-4.3,,,2026-06
2026-06-17,1303,南亞,塑膠工業,觸發,進榜即觸發,125.89,72.0,5.0,0,58.1,-4.3,,,2026-06
2026-06-17,4542,科嶠,電子零組件業,進榜,準備,378.0,100.0,3.0,0,-13.4,-4.3,,,2026-06
2026-06-17,6207,雷科,電子零組件業,進榜,準備,163.3,95.0,3.0,0,-20.1,-4.3,,,2026-06
2026-06-17,4707,磐亞,化學工業,進榜,準備,21.89,85.0,1.0,0,79.2,-4.3,,,2026-06
2026-06-17,2413,環科,電子工業,移出,掉出掃描母體,58.82,71.0,,7,,,,,2026-06
2026-06-17,3152,璟德,通信網路業,移出,掉出掃描母體,360.11,71.0,,5,,,,,2026-06
2026-06-18,3481,群創,光電業,進榜,觸發,64.4,97.0,5.0,0,-21.7,-5.3,,,2026-06
2026-06-18,3481,群創,光電業,觸發,進榜即觸發,64.4,97.0,5.0,0,-21.7,-5.3,,,2026-06
2026-06-18,2344,華邦電,半導體業,進榜,觸發,218.5,93.0,4.0,0,-30.9,-5.3,,,2026-06
2026-06-18,2344,華邦電,半導體業,觸發,進榜即觸發,218.5,93.0,4.0,0,-30.9,-5.3,,,2026-06
2026-06-18,8358,金居,電子零組件業,進榜,觸發,696.81,92.0,4.0,0,-46.8,-5.3,,,2026-06
2026-06-18,8358,金居,電子零組件業,觸發,進榜即觸發,696.81,92.0,4.0,0,-46.8,-5.3,,,2026-06
2026-06-18,3234,光環,通信網路業,進榜,觸發,138.17,90.0,3.0,0,-33.6,-5.3,,,2026-06
2026-06-18,3234,光環,通信網路業,觸發,進榜即觸發,138.17,90.0,3.0,0,-33.6,-5.3,,,2026-06
2026-06-18,6435,大中,半導體業,進榜,觸發,309.37,88.0,5.0,0,-15.9,-5.3,,,2026-06
2026-06-18,6435,大中,半導體業,觸發,進榜即觸發,309.37,88.0,5.0,0,-15.9,-5.3,,,2026-06
2026-06-18,8261,富鼎,半導體業,進榜,觸發,211.91,82.0,4.0,0,8.1,-5.3,,,2026-06
2026-06-18,8261,富鼎,半導體業,觸發,進榜即觸發,211.91,82.0,4.0,0,8.1,-5.3,,,2026-06
2026-06-18,2316,楠梓電,電子工業,進榜,觸發,203.52,75.0,4.0,0,-24.8,-5.3,,,2026-06
2026-06-18,2316,楠梓電,電子工業,觸發,進榜即觸發,203.52,75.0,4.0,0,-24.8,-5.3,,,2026-06
2026-06-18,6525,捷敏-KY,半導體業,進榜,觸發,143.0,75.0,4.0,0,8.7,-5.3,,,2026-06
2026-06-18,6525,捷敏-KY,半導體業,觸發,進榜即觸發,143.0,75.0,4.0,0,8.7,-5.3,,,2026-06
2026-06-18,3317,尼克森,半導體業,進榜,觸發,87.62,74.0,3.0,0,-11.9,-5.3,,,2026-06
2026-06-18,3317,尼克森,半導體業,觸發,進榜即觸發,87.62,74.0,3.0,0,-11.9,-5.3,,,2026-06
2026-06-18,2342,茂矽,半導體業,進榜,觸發,55.2,71.0,5.0,0,-26.8,-5.3,,,2026-06
2026-06-18,2342,茂矽,半導體業,觸發,進榜即觸發,55.2,71.0,5.0,0,-26.8,-5.3,,,2026-06
2026-06-18,6274,台燿,電子零組件業,進榜,準備,1835.0,98.0,2.0,0,-38.7,-5.3,,,2026-06
2026-06-18,6175,立敦,電子零組件業,進榜,準備,111.91,85.0,3.0,0,-21.8,-5.3,,,2026-06
2026-06-18,8091,翔名,電子零組件業,進榜,準備,281.0,85.0,3.0,0,-14.1,-5.3,,,2026-06
2026-06-18,2483,百容,電子工業,進榜,準備,39.65,79.0,2.0,0,5.7,-5.3,,,2026-06
2026-06-18,3537,堡達,電子零組件業,進榜,準備,86.1,74.0,1.0,0,-38.5,-5.3,,,2026-06
2026-06-18,2428,興勤,電子工業,進榜,準備,308.6,71.0,2.0,0,-20.9,-5.3,,,2026-06
2026-06-18,6834,天二科技,電子工業,觸發,,101.5,96.0,,6,-6.8,-5.3,,,2026-06
2026-06-22,2426,鼎元,光電業,進榜,觸發,89.9,98.0,2.0,0,-39.0,-4.2,,,2026-06
2026-06-22,2426,鼎元,光電業,觸發,進榜即觸發,89.9,98.0,2.0,0,-39.0,-4.2,,,2026-06
2026-06-22,3189,景碩,半導體業,進榜,觸發,794.64,98.0,5.0,0,-6.1,-4.2,,,2026-06
2026-06-22,3189,景碩,半導體業,觸發,進榜即觸發,794.64,98.0,5.0,0,-6.1,-4.2,,,2026-06
2026-06-22,6715,嘉基,電子工業,進榜,觸發,509.92,98.0,2.0,0,-25.1,-4.2,,,2026-06
2026-06-22,6715,嘉基,電子工業,觸發,進榜即觸發,509.92,98.0,2.0,0,-25.1,-4.2,,,2026-06
2026-06-22,2337,旺宏,半導體業,進榜,觸發,185.5,95.0,5.0,0,-33.7,-4.2,,,2026-06
2026-06-22,2337,旺宏,半導體業,觸發,進榜即觸發,185.5,95.0,5.0,0,-33.7,-4.2,,,2026-06
2026-06-22,3711,日月光投控,半導體業,進榜,觸發,667.9,88.0,4.0,0,-5.2,-4.2,,,2026-06
2026-06-22,3711,日月光投控,半導體業,觸發,進榜即觸發,667.9,88.0,4.0,0,-5.2,-4.2,,,2026-06
2026-06-22,8162,微矽電子-創,創新版股票,進榜,觸發,86.2,88.0,2.0,0,-28.2,-4.2,,,2026-06
2026-06-22,8162,微矽電子-創,創新版股票,觸發,進榜即觸發,86.2,88.0,2.0,0,-28.2,-4.2,,,2026-06
2026-06-22,6213,聯茂,電子工業,進榜,觸發,305.43,87.0,3.0,0,16.1,-4.2,,,2026-06
2026-06-22,6213,聯茂,電子工業,觸發,進榜即觸發,305.43,87.0,3.0,0,16.1,-4.2,,,2026-06
2026-06-22,2409,友達,光電業,進榜,觸發,30.43,85.0,4.0,0,-17.3,-4.2,,,2026-06
2026-06-22,2409,友達,光電業,觸發,進榜即觸發,30.43,85.0,4.0,0,-17.3,-4.2,,,2026-06
2026-06-22,5425,台半,半導體業,進榜,觸發,126.91,82.0,5.0,0,-31.2,-4.2,,,2026-06
2026-06-22,5425,台半,半導體業,觸發,進榜即觸發,126.91,82.0,5.0,0,-31.2,-4.2,,,2026-06
2026-06-22,6271,同欣電,半導體業,進榜,觸發,266.5,77.0,4.0,0,-24.8,-4.2,,,2026-06
2026-06-22,6271,同欣電,半導體業,觸發,進榜即觸發,266.5,77.0,4.0,0,-24.8,-4.2,,,2026-06
2026-06-22,2303,聯電,半導體業,進榜,準備,157.31,93.0,3.0,0,-14.5,-4.2,,,2026-06
2026-06-22,6415,矽力*-KY,半導體業,進榜,準備,673.0,93.0,3.0,0,-31.4,-4.2,,,2026-06
2026-06-22,3675,德微,半導體業,進榜,準備,405.0,90.0,2.0,0,-34.0,-4.2,,,2026-06
2026-06-22,6208,日揚,電子零組件業,進榜,準備,103.98,83.0,3.0,0,-18.9,-4.2,,,2026-06
2026-06-22,5285,界霖,電子工業,進榜,準備,101.1,79.0,2.0,0,-20.3,-4.2,,,2026-06
2026-06-22,3028,增你強,電子工業,進榜,準備,80.95,75.0,3.0,0,-18.0,-4.2,,,2026-06
2026-06-22,3374,精材,半導體業,進榜,準備,273.73,70.0,2.0,0,38.8,-4.2,,,2026-06
2026-06-22,3537,堡達,電子零組件業,移出,掉出掃描母體,86.1,74.0,,4,,,,,2026-06
2026-06-22,2428,興勤,電子工業,移出,掉出掃描母體,308.6,71.0,,4,,,,,2026-06
2026-06-22,3042,晶技,電子工業,移出,離高點太遠,198.0,83.0,,31,,,,,2026-06
2026-06-22,8182,加高,電子零組件業,移出,離高點太遠,48.83,73.0,,13,,,,,2026-06
2026-06-23,3016,嘉晶,半導體業,進榜,觸發,151.6,92.0,6.0,0,-30.9,-3.0,,,2026-06
2026-06-23,3016,嘉晶,半導體業,觸發,進榜即觸發,151.6,92.0,6.0,0,-30.9,-3.0,,,2026-06
2026-06-23,8438,昶昕,其他,進榜,觸發,99.55,92.0,6.0,0,-29.5,-3.0,,,2026-06
2026-06-23,8438,昶昕,其他,觸發,進榜即觸發,99.55,92.0,6.0,0,-29.5,-3.0,,,2026-06
2026-06-23,3450,聯鈞,其他電子業,進榜,觸發,612.0,83.0,1.0,0,-25.1,-3.0,,,2026-06
2026-06-23,3450,聯鈞,其他電子業,觸發,進榜即觸發,612.0,83.0,1.0,0,-25.1,-3.0,,,2026-06
2026-06-23,3707,漢磊,半導體業,進榜,觸發,100.5,75.0,4.0,0,-34.3,-3.0,,,2026-06
2026-06-23,3707,漢磊,半導體業,觸發,進榜即觸發,100.5,75.0,4.0,0,-34.3,-3.0,,,2026-06
2026-06-23,8016,矽創,半導體業,進榜,準備,320.5,70.0,2.0,0,-6.6,-3.0,,,2026-06
2026-06-23,3675,德微,半導體業,觸發,,445.5,93.0,,1,-38.7,-3.0,,,2026-06
2026-06-23,3374,精材,半導體業,觸發,,301.0,79.0,,1,38.9,-3.0,,,2026-06
2026-06-23,8043,蜜望實,電子零組件業,移出,離高點太遠,200.69,89.0,,41,,,,,2026-06
2026-06-23,6174,安碁,電子零組件業,移出,離高點太遠,48.62,86.0,,32,,,,,2026-06
2026-06-23,3221,台嘉碩,通信網路業,移出,離高點太遠,55.33,82.0,,32,,,,,2026-06
2026-06-23,2484,希華,電子工業,移出,離高點太遠,62.42,92.0,,32,,,,,2026-06
2026-06-23,4973,廣穎,半導體業,移出,離高點太遠,183.0,98.0,,26,,,,,2026-06
2026-06-23,3236,千如,電子零組件業,移出,離高點太遠,60.31,79.0,,11,,,,,2026-06
2026-06-23,3090,日電貿,電子工業,移出,離高點太遠,297.91,95.0,,11,,,,,2026-06
2026-06-23,4534,慶騰,電機機械,移出,掉出掃描母體,33.8,71.0,,8,,,,,2026-06
2026-06-23,3189,景碩,半導體業,移出,突破失敗,725.76,97.0,,1,,,,,2026-06
2026-06-23,6213,聯茂,電子工業,移出,突破失敗,278.66,84.0,,1,,,,,2026-06
2026-06-23,6271,同欣電,半導體業,移出,突破失敗,244.5,73.0,,1,,,,,2026-06
2026-06-24,2061,風青,電器電纜,進榜,觸發,63.8,97.0,2.0,0,-17.4,-3.4,,,2026-06
2026-06-24,2061,風青,電器電纜,觸發,進榜即觸發,63.8,97.0,2.0,0,-17.4,-3.4,,,2026-06
2026-06-24,5464,霖宏,電子零組件業,進榜,觸發,98.0,97.0,4.0,0,-17.3,-3.4,,,2026-06
2026-06-24,5464,霖宏,電子零組件業,觸發,進榜即觸發,98.0,97.0,4.0,0,-17.3,-3.4,,,2026-06
2026-06-24,2460,建通,電子工業,進榜,觸發,40.45,71.0,3.0,0,-22.0,-3.4,,,2026-06
2026-06-24,2460,建通,電子工業,觸發,進榜即觸發,40.45,71.0,3.0,0,-22.0,-3.4,,,2026-06
2026-06-24,6213,聯茂,電子工業,進榜,準備,306.42,89.0,3.0,0,12.1,-3.4,,,2026-06
2026-06-24,8040,九暘,半導體業,進榜,準備,125.0,88.0,2.0,0,-39.4,-3.4,,,2026-06
2026-06-24,3094,聯傑,半導體業,進榜,準備,45.25,74.0,2.0,0,-18.6,-3.4,,,2026-06
2026-06-24,2483,百容,電子工業,觸發,,46.1,87.0,,6,-13.6,-3.4,,,2026-06
2026-06-24,5285,界霖,電子工業,觸發,,108.5,84.0,,2,-26.2,-3.4,,,2026-06
2026-06-24,8016,矽創,半導體業,移出,掉出掃描母體,320.5,70.0,,1,,,,,2026-06
2026-06-24,6155,鈞寶,電子零組件業,移出,離高點太遠,86.2,76.0,,19,,,,,2026-06
2026-06-24,3624,光頡,電子零組件業,移出,離高點太遠,146.28,93.0,,9,,,,,2026-06
2026-06-24,6488,環球晶,半導體業,移出,離高點太遠,961.28,86.0,,8,,,,,2026-06
2026-06-24,8358,金居,電子零組件業,移出,離高點太遠,635.09,88.0,,6,,,,,2026-06
